,sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree_F,c_charge_degree_M,score_text_High,score_text_Low,score_text_Medium,two_year_recid
5380,1,27,1,0,0,1,2,1,0,1,0,0,1
5381,1,45,1,1,0,0,16,1,0,0,0,1,0
5382,1,41,0,0,0,0,0,1,0,0,1,0,1
5383,1,31,0,0,0,0,3,0,1,0,1,0,1
5384,1,28,0,0,0,0,9,1,0,1,0,0,0
5386,1,39,0,0,0,0,1,1,0,0,1,0,0
5387,1,33,0,0,0,0,0,1,0,0,1,0,0
5388,0,21,1,0,1,0,1,1,0,0,0,1,1
5389,1,48,0,0,0,0,0,0,1,0,1,0,0
5390,1,27,1,0,0,0,3,0,1,0,1,0,0
5391,1,24,0,0,0,0,0,1,0,0,0,1,0
5392,0,24,0,0,0,0,0,0,1,0,1,0,0
5393,1,29,1,0,0,0,3,0,1,0,1,0,1
5395,1,21,0,0,0,0,0,1,0,0,0,1,1
5396,0,31,0,0,0,2,14,1,0,1,0,0,0
5397,1,32,0,0,0,0,1,1,0,0,1,0,0
5398,1,62,0,0,0,0,0,0,1,0,1,0,0
5399,1,39,0,0,0,0,3,1,0,0,0,1,1
5400,1,56,0,0,0,0,2,0,1,0,1,0,0
5401,1,28,1,0,0,0,6,1,0,0,1,0,0
5402,0,26,1,0,0,0,6,1,0,0,0,1,1
5403,1,24,1,0,0,0,5,1,0,1,0,0,1
5404,1,51,0,0,0,0,0,0,1,0,1,0,0
5405,1,51,0,0,0,0,1,1,0,0,1,0,0
5406,1,28,1,0,0,1,7,1,0,1,0,0,0
5407,0,36,1,0,0,0,1,0,1,0,1,0,0
5409,0,38,0,0,0,0,0,0,1,0,1,0,0
5410,1,23,1,0,0,0,1,1,0,0,1,0,0
5411,1,28,0,0,0,0,5,0,1,0,0,1,1
5412,0,29,0,0,0,0,7,1,0,0,0,1,1
5414,0,38,0,0,0,0,0,1,0,0,1,0,0
5415,1,29,1,0,0,0,0,0,1,0,1,0,0
5416,0,34,0,0,0,0,1,1,0,0,1,0,0
5417,1,29,1,0,0,0,11,1,0,0,1,0,1
5418,1,34,1,0,0,0,8,0,1,0,0,1,0
5419,1,26,1,0,0,0,6,1,0,0,0,1,1
5420,1,58,1,0,0,0,0,1,0,0,1,0,0
5421,1,37,0,0,0,0,6,1,0,0,0,1,1
5423,1,48,0,0,0,0,0,0,1,0,0,1,1
5425,1,30,1,0,0,0,1,1,0,0,1,0,1
5426,1,44,1,0,0,0,0,1,0,0,1,0,0
5429,1,36,0,0,0,0,5,1,0,0,1,0,0
5430,0,29,1,0,1,0,11,1,0,1,0,0,1
5431,0,23,0,0,0,0,0,0,1,0,0,1,0
5432,1,53,1,0,0,0,3,1,0,0,0,1,1
5434,1,35,1,0,0,0,8,0,1,0,0,1,0
5435,0,39,0,0,0,0,3,1,0,0,1,0,0
5436,1,21,0,1,0,0,1,1,0,1,0,0,1
5437,0,26,0,0,0,0,2,1,0,0,0,1,1
5438,1,26,1,1,0,0,10,1,0,1,0,0,1
5439,1,28,1,0,0,0,8,0,1,0,0,1,1
5440,0,21,0,0,3,1,3,0,1,0,0,1,1
5441,1,37,1,0,0,0,8,1,0,0,0,1,0
5443,1,22,1,1,0,0,12,1,0,1,0,0,1
5445,1,28,1,0,8,2,12,1,0,1,0,0,1
5446,0,56,0,0,0,0,0,0,1,0,1,0,0
5448,1,30,0,0,0,0,0,1,0,0,1,0,0
5449,1,27,1,0,0,0,2,1,0,0,1,0,0
5450,1,29,0,0,0,0,0,1,0,0,1,0,0
5452,0,27,0,0,0,0,6,1,0,1,0,0,0
5453,1,43,1,0,0,0,15,0,1,1,0,0,1
5454,0,53,1,0,0,0,5,1,0,0,0,1,0
5455,1,27,1,1,0,0,6,1,0,0,0,1,1
5456,1,26,1,0,1,0,6,0,1,0,0,1,0
5457,0,24,0,0,0,0,1,1,0,0,0,1,0
5458,1,30,1,0,0,0,0,1,0,0,0,1,0
5459,1,56,0,0,0,0,6,1,0,0,1,0,1
5460,1,26,1,0,0,0,4,1,0,1,0,0,0
5461,1,24,1,2,1,0,3,0,1,0,0,1,1
5462,1,30,0,0,0,0,6,0,1,0,1,0,1
5464,1,54,1,0,0,0,4,1,0,0,1,0,0
5465,1,23,0,0,0,0,0,1,0,0,0,1,1
5466,1,25,0,0,0,0,1,1,0,0,1,0,1
5468,0,36,1,0,0,0,13,1,0,1,0,0,1
5469,1,21,1,0,0,0,1,1,0,1,0,0,1
5470,1,26,0,0,0,0,10,1,0,0,0,1,1
5471,1,26,0,0,0,3,10,0,1,1,0,0,1
5472,1,45,0,0,0,0,0,1,0,0,1,0,0
5473,1,47,0,0,0,0,1,0,1,0,0,1,0
5478,1,31,1,0,0,0,2,1,0,0,1,0,0
5479,1,21,1,0,0,0,0,1,0,0,0,1,1
5480,0,28,1,1,0,0,1,0,1,0,1,0,1
5481,1,29,0,1,0,1,9,1,0,1,0,0,1
5482,1,28,1,0,0,0,2,1,0,0,1,0,0
5483,0,25,0,0,0,0,1,0,1,0,1,0,1
5484,1,22,1,0,0,0,0,1,0,0,1,0,1
5485,0,21,1,0,0,0,0,1,0,0,0,1,0
5486,1,48,0,0,0,0,0,1,0,1,0,0,1
5487,1,25,1,0,0,1,4,1,0,1,0,0,1
5488,1,37,1,0,0,0,7,1,0,0,0,1,0
5489,1,31,0,0,0,0,5,1,0,0,0,1,1
5490,1,56,0,0,0,0,0,0,1,0,1,0,0
5491,1,24,1,0,0,0,0,0,1,0,1,0,0
5492,1,30,1,0,0,0,15,1,0,1,0,0,1
5493,1,47,0,0,0,0,5,0,1,0,1,0,0
5494,1,66,0,0,0,0,2,0,1,0,1,0,0
5495,1,51,1,0,0,0,21,1,0,1,0,0,1
5497,1,76,0,0,0,0,0,1,0,0,1,0,0
5498,0,28,0,0,0,0,3,1,0,0,0,1,1
5499,1,35,1,0,0,0,1,0,1,0,1,0,0
5500,1,44,0,0,0,0,6,1,0,0,1,0,1
5502,1,38,0,1,0,1,7,1,0,0,0,1,1
5503,1,24,1,0,0,0,0,1,0,0,0,1,0
5505,1,36,0,0,0,0,0,1,0,0,1,0,0
5506,1,20,0,0,0,0,0,1,0,0,0,1,1
5507,1,21,1,0,0,1,0,1,0,0,1,0,1
5508,1,27,1,0,0,0,7,1,0,1,0,0,1
5509,1,28,1,0,1,0,18,1,0,1,0,0,1
5510,1,52,0,0,0,0,0,0,1,0,1,0,1
5511,1,39,0,0,0,0,16,1,0,1,0,0,1
5512,1,19,1,0,0,0,0,1,0,0,1,0,1
5514,1,40,1,0,0,0,2,1,0,0,1,0,0
5515,1,30,0,0,0,0,5,1,0,1,0,0,1
5516,1,28,0,0,0,0,0,1,0,0,1,0,1
5517,1,27,0,0,0,0,0,0,1,0,1,0,0
5518,1,23,0,0,0,0,3,1,0,0,0,1,1
5520,1,25,1,0,0,0,7,1,0,0,0,1,0
5523,0,24,1,0,0,0,0,1,0,0,1,0,0
5524,1,44,0,0,0,0,0,1,0,0,0,1,0
5525,1,44,1,0,0,0,0,1,0,0,1,0,0
5526,0,23,1,0,0,0,0,0,1,0,0,1,0
5527,0,31,0,0,0,1,2,1,0,1,0,0,1
5528,1,27,1,0,0,1,0,1,0,0,1,0,0
5529,0,26,0,0,0,0,1,1,0,1,0,0,1
5530,1,57,1,0,0,0,16,0,1,0,0,1,1
5531,1,55,0,0,0,0,0,1,0,0,1,0,0
5533,0,36,0,0,0,0,7,1,0,0,0,1,1
5535,1,30,1,0,0,0,18,0,1,1,0,0,1
5536,1,34,1,0,0,0,0,1,0,1,0,0,1
5537,1,24,1,0,0,0,1,1,0,0,1,0,0
5538,1,21,0,0,0,0,0,1,0,0,0,1,1
5539,1,42,1,0,0,0,7,1,0,0,1,0,0
5540,0,34,0,0,0,0,12,1,0,1,0,0,1
5541,1,30,0,0,0,0,3,0,1,0,1,0,0
5542,1,40,0,0,0,0,6,1,0,0,1,0,0
5545,1,30,0,0,0,0,13,1,0,1,0,0,1
5547,1,31,0,0,0,0,3,0,1,0,1,0,1
5549,1,27,0,0,0,0,1,0,1,0,1,0,0
5550,1,22,0,0,0,1,0,1,0,0,1,0,1
5551,1,37,1,0,0,0,3,0,1,0,1,0,0
5552,1,25,1,0,0,0,1,1,0,0,1,0,0
5553,1,45,0,0,0,0,2,1,0,0,1,0,0
5554,1,22,0,0,0,0,1,1,0,0,1,0,1
5555,1,31,0,0,0,0,1,1,0,0,0,1,0
5556,1,23,1,0,0,0,0,1,0,0,0,1,0
5557,1,21,1,0,0,0,0,1,0,0,1,0,0
5558,1,28,1,0,0,0,6,0,1,0,0,1,1
5559,1,35,1,0,0,0,0,1,0,0,1,0,0
5560,1,29,1,0,1,1,4,1,0,0,1,0,1
5561,1,23,1,0,0,0,2,1,0,0,1,0,1
5562,1,28,1,0,0,0,7,1,0,1,0,0,1
5563,0,34,0,0,0,0,0,0,1,0,0,1,1
5564,0,32,0,0,0,0,5,1,0,0,1,0,0
5566,1,25,1,0,0,0,2,1,0,0,1,0,0
5567,1,34,0,0,1,0,15,1,0,0,0,1,0
5568,1,47,1,0,0,0,4,1,0,0,1,0,1
5570,0,30,1,0,0,0,4,1,0,0,0,1,0
5571,1,22,0,0,0,0,0,0,1,0,1,0,1
5573,0,47,1,0,0,0,7,1,0,1,0,0,1
5574,1,37,0,0,0,0,3,1,0,1,0,0,0
5575,1,37,1,0,0,0,8,0,1,0,0,1,0
5576,1,26,1,0,0,0,7,1,0,1,0,0,1
5577,0,31,0,0,0,0,0,0,1,0,1,0,0
5578,1,20,0,0,0,3,0,1,0,0,1,0,1
5579,1,22,1,0,0,0,0,1,0,0,0,1,1
5580,1,33,1,0,0,1,14,1,0,1,0,0,1
5581,1,30,1,0,0,0,1,0,1,0,1,0,0
5582,1,27,0,0,0,0,5,1,0,0,0,1,1
5583,1,24,1,0,0,0,2,0,1,1,0,0,1
5584,0,20,0,0,0,0,1,0,1,0,1,0,0
5585,1,29,1,0,0,0,0,0,1,0,1,0,0
5586,1,24,0,0,0,0,0,1,0,0,1,0,0
5589,0,36,1,0,0,0,1,1,0,0,1,0,0
5590,1,23,1,0,0,0,0,0,1,0,1,0,1
5591,1,21,1,0,0,1,1,1,0,1,0,0,1
5592,1,29,1,0,0,0,6,1,0,0,0,1,1
5593,1,25,0,1,4,0,10,1,0,1,0,0,1
5594,0,22,0,0,0,0,1,1,0,0,1,0,0
5595,1,29,1,0,0,0,4,0,1,0,0,1,0
5596,0,26,1,0,0,0,0,0,1,1,0,0,0
5597,0,50,0,0,0,0,7,0,1,0,1,0,1
5598,1,32,1,0,0,0,1,1,0,0,1,0,0
5599,1,45,0,0,0,0,0,1,0,0,1,0,0
5600,1,30,1,0,0,0,1,1,0,0,1,0,0
5601,1,25,1,0,0,0,0,1,0,0,0,1,0
5602,0,44,0,0,0,0,10,1,0,0,0,1,1
5603,1,58,1,0,0,0,0,1,0,0,1,0,1
5604,1,24,1,0,0,0,5,1,0,0,0,1,0
5605,1,20,1,0,1,0,1,1,0,1,0,0,1
5606,1,29,0,0,0,0,0,0,1,0,1,0,1
5607,1,21,0,0,0,0,1,1,0,0,0,1,0
5611,1,29,1,0,1,0,17,1,0,1,0,0,1
5612,1,30,1,0,0,0,0,1,0,0,1,0,1
5613,1,55,1,0,0,0,8,1,0,0,1,0,1
5617,1,30,1,0,0,0,13,1,0,1,0,0,1
5618,1,24,1,0,0,3,4,1,0,0,0,1,1
5620,1,45,0,0,0,0,0,1,0,0,0,1,1
5621,1,26,1,0,0,0,2,0,1,0,0,1,0
5622,0,42,0,0,0,0,0,0,1,0,1,0,0
5623,1,34,1,0,0,0,1,0,1,0,1,0,0
5624,1,21,1,0,0,0,0,0,1,0,1,0,1
5625,0,69,0,0,0,0,2,0,1,0,1,0,0
5626,1,24,0,0,0,1,5,1,0,0,0,1,1
5627,1,45,1,0,0,0,1,0,1,0,1,0,0
5629,1,25,1,0,3,1,8,0,1,1,0,0,1
5630,1,52,1,0,0,0,2,0,1,0,1,0,0
5631,1,30,0,0,0,0,0,1,0,0,1,0,0
5632,0,26,0,0,0,0,0,0,1,0,1,0,0
5633,1,34,0,0,0,0,0,1,0,0,1,0,1
5636,1,38,1,0,0,0,2,0,1,0,1,0,1
5638,1,23,1,0,2,2,4,1,0,0,0,1,1
5639,1,30,0,0,0,0,0,0,1,0,1,0,0
5642,0,22,1,0,0,0,0,1,0,0,0,1,0
5643,1,35,1,0,0,0,6,1,0,0,1,0,0
5644,1,24,1,0,0,0,0,1,0,0,0,1,1
5645,1,35,1,0,0,0,1,0,1,0,0,1,0
5646,1,25,1,0,0,0,2,1,0,0,0,1,0
5647,1,58,0,0,0,0,3,0,1,0,1,0,0
5648,1,27,1,0,0,0,7,1,0,0,1,0,1
5649,1,24,1,0,0,1,6,1,0,1,0,0,1
5650,1,33,0,0,0,0,2,0,1,0,1,0,0
5651,1,44,0,0,0,0,4,1,0,0,1,0,0
5652,1,30,1,0,0,0,3,1,0,0,0,1,0
5653,0,39,0,0,0,0,2,1,0,0,1,0,0
5654,1,28,0,0,0,0,0,1,0,0,1,0,0
5655,1,34,1,0,0,0,1,1,0,0,1,0,0
5657,1,23,1,0,0,0,0,1,0,0,1,0,0
5658,1,29,0,0,0,1,11,1,0,1,0,0,1
5659,1,31,1,0,0,0,0,0,1,0,1,0,0
5660,1,38,0,0,0,0,1,1,0,0,1,0,0
5661,1,30,1,0,0,0,14,1,0,1,0,0,1
5662,1,21,0,0,0,0,2,1,0,0,1,0,1
5663,1,44,1,0,0,0,0,1,0,0,1,0,0
5664,1,52,1,0,0,0,0,1,0,0,1,0,0
5665,1,30,1,0,0,0,6,1,0,0,0,1,1
5666,1,31,1,0,0,0,9,1,0,1,0,0,1
5667,0,21,1,0,1,0,2,1,0,0,0,1,0
5668,1,77,0,0,0,0,1,0,1,0,1,0,0
5669,1,61,0,0,0,0,4,1,0,0,0,1,0
5670,0,41,1,0,0,0,0,0,1,0,1,0,0
5671,0,24,0,0,0,0,0,0,1,0,0,1,0
5672,0,34,1,0,0,0,5,1,0,0,1,0,0
5674,1,27,0,0,0,0,1,1,0,0,1,0,0
5675,1,25,1,0,0,2,6,0,1,0,0,1,1
5676,1,30,1,0,0,0,1,1,0,0,1,0,0
5677,1,59,0,0,0,0,0,1,0,0,1,0,0
5678,1,55,0,0,0,0,1,1,0,0,1,0,1
5680,1,32,0,0,0,0,0,1,0,0,0,1,1
5681,1,53,1,0,0,0,5,0,1,0,1,0,0
5682,1,50,0,0,0,0,1,0,1,0,1,0,0
5683,1,26,0,0,0,0,1,1,0,0,1,0,1
5684,1,21,0,0,0,1,2,1,0,0,0,1,1
5685,1,36,1,0,0,0,7,1,0,0,0,1,1
5686,1,35,1,0,0,0,16,1,0,1,0,0,1
5687,0,25,0,0,0,0,0,0,1,0,1,0,0
5688,0,31,0,0,0,0,2,0,1,0,0,1,0
5689,0,26,1,0,0,0,1,1,0,0,0,1,0
5690,1,25,0,0,0,0,0,0,1,0,1,0,0
5691,1,32,1,0,0,0,0,0,1,0,1,0,0
5692,1,40,0,0,0,0,5,1,0,0,1,0,0
5693,1,35,1,0,0,0,0,1,0,0,1,0,0
5694,1,27,1,0,0,0,2,1,0,0,1,0,0
5695,1,33,1,0,0,0,12,1,0,1,0,0,1
5696,1,36,0,0,0,0,1,1,0,0,1,0,0
5697,1,30,0,0,0,0,2,1,0,0,1,0,0
5698,1,30,1,0,0,0,0,1,0,0,1,0,0
5699,1,41,1,0,0,0,19,1,0,1,0,0,0
5701,0,29,0,0,0,0,0,1,0,0,0,1,0
5703,1,25,0,0,0,0,0,1,0,0,0,1,0
5704,1,50,0,0,0,0,0,1,0,0,1,0,0
5705,1,35,0,0,0,0,4,1,0,0,1,0,0
5706,1,37,1,1,0,0,17,1,0,1,0,0,1
5707,1,43,1,0,0,0,4,1,0,0,1,0,1
5708,1,29,0,0,0,0,12,0,1,0,0,1,1
5709,0,61,0,0,0,0,0,1,0,0,1,0,0
5710,0,22,1,0,0,0,4,1,0,1,0,0,1
5711,1,27,0,0,0,0,2,1,0,0,1,0,1
5714,0,34,1,0,0,0,1,0,1,0,1,0,0
5715,1,24,0,0,0,0,0,1,0,0,0,1,0
5717,0,20,1,0,0,1,0,0,1,0,0,1,1
5718,1,30,1,0,0,0,0,0,1,0,1,0,0
5719,0,43,1,0,0,0,0,0,1,0,1,0,0
5720,1,51,0,0,0,0,4,1,0,0,1,0,1
5721,1,37,0,0,0,0,9,1,0,0,0,1,0
5722,1,42,1,1,0,0,7,1,0,1,0,0,1
5723,0,29,0,0,0,0,1,1,0,0,1,0,0
5725,0,24,0,0,0,0,0,0,1,0,0,1,0
5726,1,36,0,0,0,0,12,1,0,0,1,0,0
5727,1,39,0,0,0,0,0,1,0,0,1,0,1
5728,1,32,1,0,0,0,2,0,1,0,0,1,0
5730,1,38,1,0,0,0,0,0,1,0,1,0,0
5731,0,27,1,0,0,0,8,1,0,0,0,1,0
5733,0,30,0,0,0,0,0,1,0,0,0,1,1
5734,0,43,0,0,0,0,0,0,1,0,1,0,1
5735,1,30,1,6,0,0,8,0,1,1,0,0,1
5737,0,26,0,0,0,0,1,0,1,0,1,0,0
5738,1,37,0,0,0,0,3,1,0,0,1,0,0
5739,1,25,0,0,0,0,5,1,0,1,0,0,1
5740,1,65,0,0,0,0,1,1,0,0,1,0,1
5741,1,52,0,0,0,0,0,1,0,0,0,1,1
5743,1,29,0,0,0,0,1,1,0,0,1,0,0
5744,1,32,0,0,0,0,3,1,0,0,0,1,0
5745,1,36,0,0,0,0,0,0,1,0,1,0,1
5747,1,21,0,0,0,0,1,1,0,0,1,0,0
5748,1,47,0,0,0,0,13,0,1,0,1,0,1
5749,0,36,1,0,0,0,4,1,0,0,1,0,0
5750,0,25,1,0,0,0,6,1,0,0,0,1,1
5751,1,32,0,0,0,0,4,0,1,0,1,0,1
5752,1,43,0,0,0,0,1,1,0,0,1,0,0
5753,1,27,1,0,0,0,2,1,0,0,0,1,0
5754,1,26,1,0,0,0,8,0,1,0,1,0,1
5755,1,21,1,0,0,0,1,1,0,0,1,0,0
5756,1,34,0,0,0,0,0,0,1,0,1,0,0
5757,1,46,0,0,0,0,1,0,1,0,1,0,0
5759,1,38,0,0,0,0,3,0,1,0,1,0,0
5760,1,41,1,0,0,0,7,1,0,1,0,0,0
5761,1,25,0,0,0,0,7,1,0,1,0,0,1
5762,1,21,0,0,0,0,1,1,0,0,1,0,0
5763,0,74,0,0,0,0,0,0,1,0,1,0,0
5764,1,41,0,0,0,0,5,0,1,0,1,0,1
5766,0,27,0,0,0,0,0,0,1,0,1,0,0
5767,1,30,1,0,1,0,1,0,1,0,1,0,0
5768,0,33,0,0,0,0,3,1,0,0,0,1,1
5769,1,24,0,0,0,0,2,0,1,0,1,0,0
5770,1,52,0,0,0,0,0,1,0,0,1,0,0
5771,0,29,0,0,0,0,0,0,1,0,0,1,0
5772,0,42,0,0,0,0,0,1,0,0,1,0,1
5773,0,30,0,0,0,1,1,1,0,0,1,0,0
5774,1,33,1,0,0,0,0,1,0,0,0,1,0
5775,1,38,0,0,0,0,1,1,0,0,1,0,0
5776,1,21,1,0,0,1,2,1,0,0,0,1,1
5777,0,41,0,0,0,0,9,0,1,0,1,0,1
5778,0,28,1,0,0,0,5,0,1,1,0,0,0
5780,0,52,1,0,0,0,3,1,0,0,1,0,0
5781,1,21,0,0,0,3,1,1,0,1,0,0,0
5782,0,22,0,0,0,0,1,1,0,0,0,1,0
5783,1,32,0,0,0,0,3,1,0,0,1,0,0
5784,1,25,1,0,0,0,0,1,0,0,1,0,1
5785,0,27,1,0,0,0,0,0,1,0,1,0,0
5786,1,35,0,0,0,0,0,1,0,0,1,0,0
5787,1,40,1,0,0,0,2,0,1,0,1,0,0
5788,0,29,0,0,0,0,0,1,0,0,1,0,0
5789,1,24,1,0,0,2,2,0,1,1,0,0,1
5790,1,24,1,5,1,0,10,1,0,1,0,0,1
5791,1,36,0,0,1,0,26,1,0,1,0,0,1
5793,1,26,0,0,0,0,5,1,0,0,1,0,0
5794,1,50,0,0,0,0,1,1,0,0,1,0,0
5795,1,21,1,0,0,0,1,1,0,0,0,1,1
5796,1,51,0,0,0,0,0,0,1,0,1,0,0
5797,1,24,1,0,0,2,2,1,0,0,0,1,1
5799,1,29,1,0,0,0,3,0,1,0,1,0,0
5800,0,25,0,0,0,0,0,0,1,0,1,0,0
5801,1,38,1,0,0,0,0,1,0,0,1,0,1
5802,1,46,0,0,0,0,1,1,0,0,1,0,0
5803,1,33,1,0,0,2,9,0,1,0,0,1,1
5804,1,31,0,0,1,0,19,1,0,0,0,1,1
5805,1,21,0,0,0,0,0,0,1,0,1,0,0
5806,1,60,0,0,0,0,1,0,1,0,1,0,1
5807,0,39,1,0,0,0,3,1,0,0,0,1,1
5810,1,35,1,0,0,0,4,1,0,0,1,0,0
5811,1,49,0,0,0,0,12,1,0,0,1,0,1
5812,1,26,0,0,0,0,1,0,1,0,1,0,0
5813,1,27,0,0,0,0,0,0,1,0,0,1,0
5814,1,22,1,0,1,3,2,1,0,0,0,1,0
5815,0,29,1,0,0,0,0,1,0,0,1,0,1
5816,1,31,1,0,0,0,0,0,1,1,0,0,0
5817,1,31,0,0,0,0,5,1,0,0,0,1,1
5818,0,29,0,0,0,0,0,1,0,0,1,0,0
5819,0,65,0,0,0,0,0,1,0,0,1,0,0
5820,0,34,0,0,0,0,1,0,1,0,1,0,0
5821,1,24,0,0,0,2,6,1,0,1,0,0,0
5822,1,46,1,0,0,0,0,0,1,0,1,0,0
5824,1,20,1,0,0,0,0,1,0,0,1,0,1
5825,1,29,1,0,0,0,16,1,0,1,0,0,1
5826,1,29,1,0,0,0,7,1,0,0,1,0,0
5827,0,56,0,0,0,0,3,1,0,0,1,0,0
5828,1,21,1,0,0,0,0,1,0,0,1,0,0
5829,1,40,1,0,0,0,0,1,0,1,0,0,1
5830,1,22,1,0,0,0,2,0,1,1,0,0,1
5831,1,39,0,0,0,0,0,0,1,0,1,0,0
5832,1,22,1,0,1,0,1,1,0,1,0,0,1
5833,0,27,0,0,0,0,5,1,0,0,0,1,1
5834,1,36,0,0,0,0,1,1,0,0,1,0,0
5835,1,30,1,0,0,0,0,1,0,0,1,0,0
5837,1,36,1,0,0,0,0,0,1,0,0,1,0
5839,1,32,1,0,0,0,0,1,0,0,1,0,0
5840,0,34,1,0,0,0,5,1,0,1,0,0,1
5841,1,23,0,0,0,0,0,0,1,0,1,0,0
5842,1,52,0,0,0,0,0,0,1,0,1,0,0
5843,1,20,0,0,1,1,1,1,0,1,0,0,1
5844,1,38,1,0,0,0,5,0,1,0,1,0,0
5845,1,46,0,0,0,0,0,0,1,0,1,0,0
5846,1,27,1,0,0,0,0,1,0,0,1,0,1
5847,1,20,1,0,0,0,2,1,0,0,1,0,1
5849,0,29,0,0,0,0,1,1,0,0,1,0,1
5850,0,35,1,0,0,0,7,1,0,0,1,0,1
5851,1,37,0,0,0,0,1,0,1,0,1,0,1
5852,1,63,0,0,0,0,0,1,0,0,1,0,0
5854,1,27,1,0,0,0,1,1,0,0,1,0,1
5855,1,27,1,0,0,0,0,1,0,0,0,1,0
5856,1,24,1,0,0,0,2,0,1,0,0,1,1
5857,1,30,0,0,0,0,1,1,0,0,1,0,1
5859,1,25,0,0,0,0,4,1,0,1,0,0,1
5861,1,27,1,0,0,0,0,0,1,0,1,0,0
5862,0,48,1,0,0,0,0,0,1,0,0,1,0
5863,0,26,1,0,0,0,1,0,1,0,1,0,0
5864,1,58,0,0,0,0,0,1,0,0,1,0,0
5865,1,23,0,0,0,2,1,1,0,0,0,1,1
5866,1,22,0,0,1,1,3,0,1,0,1,0,1
5868,1,41,1,0,0,0,0,1,0,0,1,0,0
5869,1,21,1,0,0,0,0,1,0,0,0,1,0
5871,1,26,0,0,0,0,0,0,1,0,1,0,0
5872,0,39,1,0,0,0,3,0,1,0,0,1,0
5874,1,46,0,0,0,0,0,0,1,0,1,0,0
5877,1,33,0,0,1,0,7,1,0,1,0,0,1
5878,1,36,1,0,0,0,2,1,0,0,1,0,1
5879,1,20,0,0,1,0,1,1,0,1,0,0,1
5880,1,32,0,0,0,0,0,0,1,0,1,0,0
5881,1,38,1,0,0,0,17,0,1,0,1,0,1
5882,1,64,0,0,0,0,1,0,1,0,1,0,0
5883,1,22,1,0,0,0,1,1,0,0,0,1,1
5884,1,69,0,0,0,0,0,0,1,0,1,0,1
5885,1,26,1,0,0,0,2,1,0,0,1,0,0
5886,0,27,1,0,0,0,1,0,1,0,0,1,1
5888,1,22,1,0,0,0,2,1,0,1,0,0,0
5889,0,43,0,0,0,0,0,1,0,0,1,0,0
5892,0,55,0,0,0,0,0,0,1,0,1,0,0
5893,1,34,0,0,0,0,0,0,1,0,1,0,0
5894,1,20,1,0,0,2,1,1,0,0,1,0,0
5895,1,22,1,0,0,0,1,0,1,0,0,1,1
5897,1,33,0,0,0,0,9,1,0,1,0,0,1
5898,1,55,0,0,0,0,7,1,0,1,0,0,0
5899,1,22,1,0,0,0,1,1,0,0,0,1,0
5900,1,55,1,0,0,0,1,1,0,0,1,0,0
5901,0,43,0,0,0,0,0,1,0,0,1,0,1
5902,1,21,1,0,0,3,0,1,0,1,0,0,1
5904,1,23,1,0,0,0,0,1,0,0,1,0,0
5905,0,28,0,0,0,0,1,0,1,0,0,1,0
5906,1,45,0,0,0,0,0,1,0,0,1,0,0
5907,1,39,1,0,0,0,1,1,0,0,1,0,0
5908,1,79,0,0,0,0,1,0,1,0,1,0,0
5909,1,48,0,0,0,0,1,1,0,0,1,0,0
5910,1,20,0,0,2,1,2,1,0,1,0,0,1
5911,1,31,1,1,0,0,5,0,1,1,0,0,0
5912,1,30,0,0,1,0,4,0,1,0,0,1,1
5913,1,32,1,0,0,0,5,1,0,0,1,0,1
5914,1,56,0,0,0,0,1,0,1,0,1,0,0
5916,1,43,1,0,0,0,2,0,1,0,1,0,0
5917,1,20,0,0,0,2,0,1,0,0,1,0,0
5918,1,27,1,0,0,0,21,1,0,0,0,1,1
5919,1,41,1,0,0,0,0,0,1,0,0,1,0
5920,1,24,0,0,0,0,1,1,0,0,1,0,0
5921,1,43,1,0,0,0,3,0,1,0,1,0,1
5922,0,33,1,0,0,0,1,1,0,0,1,0,0
5923,1,22,1,0,0,0,0,1,0,0,1,0,0
5924,1,34,1,0,0,0,3,1,0,0,1,0,0
5925,1,36,0,0,0,0,0,0,1,0,1,0,0
5926,1,69,0,0,0,0,0,1,0,0,0,1,0
5927,1,32,0,0,0,0,5,1,0,0,0,1,1
5928,1,22,1,0,0,0,1,1,0,0,0,1,1
5929,1,46,0,0,0,0,0,1,0,0,0,1,0
5930,1,34,0,0,0,0,1,0,1,0,0,1,0
5931,0,32,0,0,0,0,0,0,1,0,1,0,0
5932,1,39,1,0,0,0,0,0,1,0,1,0,0
5933,1,25,1,0,0,1,6,0,1,0,0,1,1
5934,0,21,0,0,0,1,0,0,1,0,1,0,1
5935,1,63,1,0,0,0,9,1,0,0,0,1,1
5936,1,24,0,0,0,0,8,1,0,0,1,0,1
5937,1,29,0,0,0,0,2,0,1,0,0,1,0
5938,1,20,1,0,3,0,3,1,0,1,0,0,1
5939,0,40,0,0,0,0,0,0,1,0,0,1,0
5940,1,30,1,0,0,0,7,1,0,1,0,0,1
5942,1,50,0,0,0,0,5,1,0,0,0,1,0
5943,1,37,1,0,0,0,4,0,1,0,0,1,1
5944,1,34,1,0,0,0,1,1,0,0,0,1,0
5945,0,35,0,0,0,0,0,1,0,0,1,0,0
5946,0,31,1,0,0,0,1,0,1,0,1,0,1
5947,1,23,0,0,0,1,10,1,0,0,0,1,0
5948,1,22,0,0,0,0,0,1,0,0,1,0,1
