,sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,two_year_recid,c_charge_degree_F,c_charge_degree_M,risk_recid,prediction,prediction_prob
2992,1,20,0,0,2,1,3,1,0,1,0,1,0.854970954329726
3680,0,53,0,0,0,0,6,1,1,0,1,0,0.3266758835908934
4834,1,38,0,0,0,0,1,0,1,0,0,0,0.16240152388645404
3879,1,22,0,0,0,0,3,1,1,0,1,1,0.6703698351243699
1879,1,52,0,0,0,0,9,1,1,0,1,0,0.4666065691302792
2628,1,21,1,0,0,0,0,1,0,1,1,1,0.5521707744024813
5598,1,21,1,0,0,0,0,1,1,0,1,1,0.6376266419630143
3378,1,49,1,2,0,0,13,0,1,0,0,1,0.9296850534683835
6087,0,39,1,0,0,0,1,1,1,0,1,0,0.41350325557183604
4751,1,28,1,0,0,0,6,1,0,1,1,1,0.7659026958021476
4979,1,29,1,0,0,0,7,0,1,0,0,1,0.7580605817913281
5961,1,64,1,0,0,0,0,0,0,1,0,0,0.022600112496376668
5533,0,22,1,0,0,0,0,0,1,0,1,1,0.5413316706864444
4828,0,39,0,0,0,0,2,0,1,0,0,0,0.22966639821247714
2633,1,29,0,0,0,0,0,0,0,1,0,0,0.17667213578324636
1903,1,45,1,0,0,0,1,0,1,0,0,0,0.16066332441693607
2967,1,52,0,0,0,0,7,0,1,0,0,0,0.2282258516720444
5788,1,29,0,0,0,0,0,0,1,0,0,0,0.23443668447149218
2469,1,22,0,0,0,3,0,0,0,1,1,1,0.5184802780026685
2653,1,26,0,0,0,0,2,1,1,0,1,1,0.5345656791579361
4992,1,23,0,0,0,0,0,0,0,1,0,0,0.2564684364866887
5858,1,29,1,0,0,0,0,0,0,1,0,0,0.2693091257843413
5434,1,20,1,0,0,0,0,0,1,0,0,1,0.5173634298792028
500,0,21,0,0,0,0,0,0,1,0,1,0,0.4265075882446203
2293,1,55,1,0,0,0,0,1,1,0,0,0,0.10672646744308473
60,1,45,0,0,0,0,6,1,1,0,0,0,0.4146371153159209
1256,0,25,0,0,0,0,5,0,1,0,1,1,0.6597422407912927
3669,1,25,1,0,0,0,9,1,1,0,1,1,0.9271082453295003
2838,1,28,1,0,1,0,10,1,1,0,1,1,0.953247658211043
4409,1,41,1,0,0,0,3,1,0,1,0,0,0.3525350790837623
2883,0,32,0,0,0,0,0,0,0,1,0,0,0.17917535374679547
820,1,29,1,0,0,1,10,1,1,0,1,1,0.944521470809468
5306,1,38,1,0,0,0,14,0,1,0,1,1,0.9015591895279457
1951,1,26,1,0,0,0,2,0,1,0,0,1,0.5261528019033308
2857,0,50,1,0,0,0,4,0,1,0,0,0,0.26316420584483147
7,1,27,0,0,0,0,0,0,1,0,0,0,0.2640140635523522
5481,0,21,1,0,0,0,0,1,1,0,1,1,0.6941341720335842
2553,1,62,0,0,0,0,3,0,0,1,0,0,0.03277281650815119
5708,1,29,1,0,0,1,9,1,1,0,1,1,0.9295464516765275
3258,1,39,1,0,0,0,7,1,1,0,1,1,0.7162005365016554
5229,0,41,0,0,0,0,0,0,1,0,0,0,0.1325851917605871
3728,1,39,1,0,0,0,1,0,1,0,0,0,0.23529543466816116
924,1,40,0,0,0,0,0,0,0,1,0,0,0.08246956972710676
1748,1,30,1,0,1,1,7,1,1,0,1,1,0.9201993760618585
3423,1,49,0,0,0,0,0,0,1,0,0,0,0.059211435293515406
2328,1,21,1,0,0,0,0,0,1,0,1,0,0.4975932163427095
419,1,38,1,0,0,0,0,0,1,0,1,0,0.2051392433274642
203,1,25,0,0,0,0,4,0,1,0,0,1,0.5381173310596439
1131,1,39,0,0,0,0,0,0,1,0,0,0,0.12190475174649286
3244,1,42,1,0,0,0,10,1,0,1,1,1,0.7498009088345444
3034,1,25,1,1,0,0,2,0,1,0,1,1,0.7170711492707771
1057,1,22,1,0,0,0,0,0,1,0,1,0,0.47783052586633895
1919,1,27,1,0,0,0,25,1,1,0,1,1,0.9984437264566858
3624,0,50,0,0,0,0,0,0,0,1,0,0,0.049930449298318844
5283,1,22,0,0,0,0,2,1,1,0,0,1,0.6118081511988758
1958,1,60,0,0,0,0,0,0,1,0,0,0,0.025685655972452762
2687,1,25,0,0,0,0,2,0,1,0,1,0,0.4116587065645048
934,1,50,0,0,0,0,8,0,1,0,0,0,0.3089144288650226
3474,1,38,0,0,0,0,2,0,0,1,0,0,0.14916561213006072
2618,1,47,0,0,0,0,0,0,0,1,0,0,0.049124817556316654
729,1,46,0,0,0,0,0,0,1,0,0,0,0.07389947036762207
870,1,34,0,0,0,0,0,1,1,0,0,0,0.2681035707544562
1320,0,20,1,0,0,3,2,1,1,0,1,1,0.9218503605800156
2509,0,49,1,0,0,0,0,0,1,0,0,0,0.12236368726876948
1162,1,21,0,0,0,0,0,0,1,0,1,0,0.3657355547537916
1561,1,43,0,0,0,0,0,0,0,1,0,0,0.06619992847722994
6092,0,31,1,0,0,0,9,1,1,0,1,1,0.9107545078981376
4279,1,41,0,0,0,0,9,0,1,0,0,1,0.5403420220884756
600,1,23,1,0,0,0,0,1,1,0,1,1,0.6003347558868429
